datetime,latitude,longitude,aod_550,aod_470,angstrom_exponent
2025-07-19 17:44:02.293211,24.0,69.0,0.497,0.546,0.97
2025-07-19 17:44:02.293211,24.0,69.5,0.56,0.616,1.38
2025-07-19 17:44:02.293211,24.0,70.0,0.556,0.611,1.3
2025-07-19 17:44:02.293211,24.0,70.5,0.556,0.611,1.31
2025-07-19 17:44:02.293211,24.0,71.0,0.504,0.554,1.25
2025-07-19 17:44:02.293211,24.0,71.5,0.459,0.505,1.37
2025-07-19 17:44:02.293211,24.0,72.0,0.532,0.585,1.11
2025-07-19 17:44:02.293211,24.0,72.5,0.663,0.729,1.42
2025-07-19 17:44:02.293211,24.0,73.0,0.485,0.534,1.21
2025-07-19 17:44:02.293211,24.0,73.5,0.515,0.566,1.24
2025-07-19 17:44:02.293211,24.0,74.0,0.605,0.666,1.23
2025-07-19 17:44:02.293211,24.0,74.5,0.459,0.505,0.92
2025-07-19 17:44:02.293211,24.0,75.0,0.556,0.612,1.12
2025-07-19 17:44:02.293211,24.0,75.5,0.505,0.555,1.11
2025-07-19 17:44:02.293211,24.0,76.0,0.608,0.669,1.31
2025-07-19 17:44:02.293211,24.0,76.5,0.553,0.608,1.25
2025-07-19 17:44:02.293211,24.0,77.0,0.674,0.742,1.24
2025-07-19 17:44:02.293211,24.0,77.5,0.629,0.692,1.18
2025-07-19 17:44:02.293211,24.0,78.0,0.498,0.547,1.41
2025-07-19 17:44:02.293211,24.0,78.5,0.608,0.669,0.97
2025-07-19 17:44:02.293211,24.0,79.0,0.558,0.613,0.98
2025-07-19 17:44:02.293211,24.0,79.5,0.678,0.745,1.04
2025-07-19 17:44:02.293211,24.0,80.0,0.715,0.787,1.03
2025-07-19 17:44:02.293211,24.0,80.5,0.508,0.559,1.77
2025-07-19 17:44:02.293211,24.0,81.0,0.611,0.673,1.07
2025-07-19 17:44:02.293211,24.0,81.5,0.454,0.499,1.11
2025-07-19 17:44:02.293211,24.0,82.0,0.618,0.68,0.92
2025-07-19 17:44:02.293211,24.0,82.5,0.728,0.801,1.24
2025-07-19 17:44:02.293211,24.0,83.0,0.462,0.508,1.55
2025-07-19 17:44:02.293211,24.0,83.5,0.609,0.67,1.08
2025-07-19 17:44:02.293211,24.0,84.0,0.701,0.772,1.41
2025-07-19 17:44:02.293211,24.0,84.5,0.598,0.658,1.21
2025-07-19 17:44:02.293211,24.0,85.0,0.51,0.561,1.21
2025-07-19 17:44:02.293211,24.0,85.5,0.472,0.519,1.16
2025-07-19 17:44:02.293211,24.0,86.0,0.381,0.419,1.61
2025-07-19 17:44:02.293211,24.0,86.5,0.594,0.654,1.2
2025-07-19 17:44:02.293211,24.0,87.0,0.421,0.463,1.08
2025-07-19 17:44:02.293211,24.0,87.5,0.765,0.841,1.41
2025-07-19 17:44:02.293211,24.0,88.0,0.573,0.631,1.26
2025-07-19 17:44:02.293211,24.0,88.5,0.648,0.712,1.37
2025-07-19 17:44:02.293211,24.0,89.0,0.408,0.449,1.06
2025-07-19 17:44:02.293211,24.0,89.5,0.529,0.582,1.43
2025-07-19 17:44:02.293211,24.0,90.0,0.712,0.783,1.48
2025-07-19 17:44:02.293211,24.0,90.5,0.506,0.556,1.15
2025-07-19 17:44:02.293211,24.0,91.0,0.52,0.572,1.0
2025-07-19 17:44:02.293211,24.0,91.5,0.365,0.401,1.14
2025-07-19 17:44:02.293211,24.0,92.0,0.532,0.585,1.51
2025-07-19 17:44:02.293211,24.0,92.5,0.39,0.429,1.1
2025-07-19 17:44:02.293211,24.0,93.0,0.616,0.677,1.29
2025-07-19 17:44:02.293211,24.0,93.5,0.625,0.688,1.29
2025-07-19 17:44:02.293211,24.0,94.0,0.51,0.561,1.31
2025-07-19 17:44:02.293211,24.0,94.5,0.505,0.555,1.48
2025-07-19 17:44:02.293211,24.0,95.0,0.827,0.91,1.23
2025-07-19 17:44:02.293211,24.0,95.5,0.57,0.627,1.17
2025-07-19 17:44:02.293211,24.0,96.0,0.607,0.668,1.29
2025-07-19 17:44:02.293211,24.0,96.5,0.627,0.69,0.99
2025-07-19 17:44:02.293211,24.0,97.0,0.786,0.865,1.02
2025-07-19 17:44:02.293211,24.5,68.0,0.676,0.744,1.09
2025-07-19 17:44:02.293211,24.5,68.5,0.584,0.642,0.92
2025-07-19 17:44:02.293211,24.5,69.0,0.53,0.583,0.99
2025-07-19 17:44:02.293211,24.5,69.5,0.727,0.799,0.92
2025-07-19 17:44:02.293211,24.5,70.0,0.69,0.759,1.29
2025-07-19 17:44:02.293211,24.5,70.5,0.547,0.602,0.86
2025-07-19 17:44:02.293211,24.5,71.0,0.84,0.924,1.42
2025-07-19 17:44:02.293211,24.5,71.5,0.644,0.709,1.15
2025-07-19 17:44:02.293211,24.5,72.0,0.636,0.7,1.54
2025-07-19 17:44:02.293211,24.5,72.5,0.538,0.592,1.32
2025-07-19 17:44:02.293211,24.5,73.0,0.601,0.662,1.03
2025-07-19 17:44:02.293211,24.5,73.5,0.658,0.724,0.95
2025-07-19 17:44:02.293211,24.5,74.0,0.741,0.815,1.19
2025-07-19 17:44:02.293211,24.5,74.5,0.609,0.67,1.13
2025-07-19 17:44:02.293211,24.5,75.0,0.474,0.522,1.2
2025-07-19 17:44:02.293211,24.5,75.5,0.713,0.784,1.41
2025-07-19 17:44:02.293211,24.5,76.0,0.638,0.702,1.3
2025-07-19 17:44:02.293211,24.5,76.5,0.43,0.473,1.32
2025-07-19 17:44:02.293211,24.5,77.0,0.405,0.446,1.45
2025-07-19 17:44:02.293211,24.5,77.5,0.247,0.272,1.13
2025-07-19 17:44:02.293211,24.5,78.0,0.572,0.63,1.38
2025-07-19 17:44:02.293211,24.5,78.5,0.731,0.805,1.51
2025-07-19 17:44:02.293211,24.5,79.0,0.699,0.769,1.53
2025-07-19 17:44:02.293211,24.5,79.5,0.551,0.606,1.15
2025-07-19 17:44:02.293211,24.5,80.0,0.574,0.632,1.02
2025-07-19 17:44:02.293211,24.5,80.5,0.772,0.849,1.32
2025-07-19 17:44:02.293211,24.5,81.0,0.61,0.67,1.21
2025-07-19 17:44:02.293211,24.5,81.5,0.466,0.512,1.31
2025-07-19 17:44:02.293211,24.5,82.0,0.667,0.734,1.41
2025-07-19 17:44:02.293211,24.5,82.5,0.46,0.506,1.19
2025-07-19 17:44:02.293211,24.5,83.0,0.624,0.687,1.47
2025-07-19 17:44:02.293211,24.5,83.5,0.65,0.715,0.97
2025-07-19 17:44:02.293211,24.5,84.0,0.763,0.84,1.2
2025-07-19 17:44:02.293211,24.5,84.5,0.697,0.767,1.04
2025-07-19 17:44:02.293211,24.5,85.0,0.491,0.54,1.14
2025-07-19 17:44:02.293211,24.5,85.5,0.631,0.694,1.47
2025-07-19 17:44:02.293211,24.5,86.0,0.617,0.679,1.38
2025-07-19 17:44:02.293211,24.5,86.5,0.8,0.88,1.15
2025-07-19 17:44:02.293211,24.5,87.0,0.437,0.48,1.26
2025-07-19 17:44:02.293211,24.5,87.5,0.575,0.632,1.17
2025-07-19 17:44:02.293211,24.5,88.0,0.793,0.873,1.48
2025-07-19 17:44:02.293211,24.5,88.5,0.523,0.575,1.01
2025-07-19 17:44:02.293211,24.5,89.0,0.524,0.576,1.12
2025-07-19 17:44:02.293211,24.5,89.5,0.672,0.74,0.99
2025-07-19 17:44:02.293211,24.5,90.0,0.658,0.724,0.95
2025-07-19 17:44:02.293211,24.5,90.5,0.759,0.834,1.26
2025-07-19 17:44:02.293211,24.5,91.0,0.621,0.684,1.26
2025-07-19 17:44:02.293211,24.5,91.5,0.557,0.613,1.4
2025-07-19 17:44:02.293211,24.5,92.0,0.559,0.615,1.41
2025-07-19 17:44:02.293211,24.5,92.5,0.687,0.756,0.97
2025-07-19 17:44:02.293211,24.5,93.0,0.615,0.677,0.88
2025-07-19 17:44:02.293211,24.5,93.5,0.589,0.648,1.44
2025-07-19 17:44:02.293211,24.5,94.0,0.749,0.824,1.03
2025-07-19 17:44:02.293211,24.5,94.5,0.716,0.787,1.18
2025-07-19 17:44:02.293211,24.5,95.0,0.498,0.548,1.19
2025-07-19 17:44:02.293211,24.5,95.5,0.528,0.581,1.0
2025-07-19 17:44:02.293211,24.5,96.0,0.484,0.532,1.37
2025-07-19 17:44:02.293211,24.5,96.5,0.423,0.466,1.45
2025-07-19 17:44:02.293211,24.5,97.0,0.683,0.751,1.46
2025-07-19 17:44:02.293211,25.0,68.0,0.72,0.792,0.89
2025-07-19 17:44:02.293211,25.0,68.5,0.761,0.837,1.1
2025-07-19 17:44:02.293211,25.0,69.0,0.473,0.521,1.2
2025-07-19 17:44:02.293211,25.0,69.5,0.655,0.721,1.57
2025-07-19 17:44:02.293211,25.0,70.0,0.394,0.433,1.07
2025-07-19 17:44:02.293211,25.0,70.5,0.736,0.809,1.31
2025-07-19 17:44:02.293211,25.0,71.0,0.534,0.588,1.12
2025-07-19 17:44:02.293211,25.0,71.5,0.568,0.625,1.27
2025-07-19 17:44:02.293211,25.0,72.0,0.712,0.783,1.11
2025-07-19 17:44:02.293211,25.0,72.5,0.615,0.677,0.94
2025-07-19 17:44:02.293211,25.0,73.0,0.788,0.866,1.19
2025-07-19 17:44:02.293211,25.0,73.5,0.632,0.695,1.28
2025-07-19 17:44:02.293211,25.0,74.0,0.713,0.785,0.94
2025-07-19 17:44:02.293211,25.0,74.5,0.521,0.573,1.43
2025-07-19 17:44:02.293211,25.0,75.0,0.63,0.693,0.83
2025-07-19 17:44:02.293211,25.0,75.5,0.704,0.774,1.02
2025-07-19 17:44:02.293211,25.0,76.0,0.64,0.704,1.03
2025-07-19 17:44:02.293211,25.0,76.5,0.714,0.785,1.01
2025-07-19 17:44:02.293211,25.0,77.0,0.551,0.606,1.26
2025-07-19 17:44:02.293211,25.0,77.5,0.761,0.837,1.02
2025-07-19 17:44:02.293211,25.0,78.0,0.814,0.895,1.21
2025-07-19 17:44:02.293211,25.0,78.5,0.666,0.733,1.24
2025-07-19 17:44:02.293211,25.0,79.0,0.643,0.707,1.19
2025-07-19 17:44:02.293211,25.0,79.5,0.643,0.707,1.05
2025-07-19 17:44:02.293211,25.0,80.0,0.542,0.597,1.08
2025-07-19 17:44:02.293211,25.0,80.5,0.794,0.873,1.02
2025-07-19 17:44:02.293211,25.0,81.0,0.488,0.537,1.03
2025-07-19 17:44:02.293211,25.0,81.5,0.793,0.873,1.09
2025-07-19 17:44:02.293211,25.0,82.0,0.599,0.659,1.22
2025-07-19 17:44:02.293211,25.0,82.5,0.58,0.637,1.18
2025-07-19 17:44:02.293211,25.0,83.0,0.862,0.948,1.25
2025-07-19 17:44:02.293211,25.0,83.5,0.709,0.779,0.93
2025-07-19 17:44:02.293211,25.0,84.0,0.688,0.756,1.1
2025-07-19 17:44:02.293211,25.0,84.5,0.892,0.981,1.33
2025-07-19 17:44:02.293211,25.0,85.0,0.745,0.819,0.74
2025-07-19 17:44:02.293211,25.0,85.5,0.719,0.791,1.08
2025-07-19 17:44:02.293211,25.0,86.0,0.51,0.561,1.19
2025-07-19 17:44:02.293211,25.0,86.5,0.642,0.706,1.09
2025-07-19 17:44:02.293211,25.0,87.0,0.538,0.592,1.0
2025-07-19 17:44:02.293211,25.0,87.5,0.61,0.671,1.06
2025-07-19 17:44:02.293211,25.0,88.0,0.695,0.765,1.4
2025-07-19 17:44:02.293211,25.0,88.5,0.689,0.758,1.5
2025-07-19 17:44:02.293211,25.0,89.0,0.836,0.92,1.38
2025-07-19 17:44:02.293211,25.0,89.5,0.781,0.859,0.7
2025-07-19 17:44:02.293211,25.0,90.0,0.61,0.672,1.23
2025-07-19 17:44:02.293211,25.0,90.5,0.659,0.725,1.36
2025-07-19 17:44:02.293211,25.0,91.0,0.683,0.751,1.68
2025-07-19 17:44:02.293211,25.0,91.5,0.679,0.747,1.53
2025-07-19 17:44:02.293211,25.0,92.0,0.663,0.73,1.27
2025-07-19 17:44:02.293211,25.0,92.5,0.549,0.604,1.27
2025-07-19 17:44:02.293211,25.0,93.0,0.7,0.77,1.25
2025-07-19 17:44:02.293211,25.0,93.5,0.508,0.559,1.03
2025-07-19 17:44:02.293211,25.0,94.0,0.768,0.845,1.6
2025-07-19 17:44:02.293211,25.0,94.5,0.636,0.699,0.97
2025-07-19 17:44:02.293211,25.0,95.0,0.665,0.732,1.18
2025-07-19 17:44:02.293211,25.0,95.5,0.369,0.406,1.28
2025-07-19 17:44:02.293211,25.0,96.0,0.533,0.586,1.2
2025-07-19 17:44:02.293211,25.0,96.5,0.687,0.756,1.59
2025-07-19 17:44:02.293211,25.0,97.0,0.641,0.705,1.15
2025-07-19 17:44:02.293211,25.5,68.0,0.59,0.649,1.28
2025-07-19 17:44:02.293211,25.5,68.5,0.622,0.685,1.74
2025-07-19 17:44:02.293211,25.5,69.0,0.633,0.696,1.15
2025-07-19 17:44:02.293211,25.5,69.5,0.56,0.616,1.54
2025-07-19 17:44:02.293211,25.5,70.0,0.643,0.708,0.85
2025-07-19 17:44:02.293211,25.5,70.5,0.516,0.568,0.93
2025-07-19 17:44:02.293211,25.5,71.0,0.919,1.011,1.5
2025-07-19 17:44:02.293211,25.5,71.5,0.72,0.792,1.28
2025-07-19 17:44:02.293211,25.5,72.0,0.525,0.577,1.27
2025-07-19 17:44:02.293211,25.5,72.5,0.502,0.552,1.01
2025-07-19 17:44:02.293211,25.5,73.0,0.805,0.886,1.18
2025-07-19 17:44:02.293211,25.5,73.5,0.681,0.749,1.42
2025-07-19 17:44:02.293211,25.5,74.0,0.64,0.704,1.18
2025-07-19 17:44:02.293211,25.5,74.5,0.684,0.752,1.35
2025-07-19 17:44:02.293211,25.5,75.0,0.7,0.77,1.05
2025-07-19 17:44:02.293211,25.5,75.5,0.647,0.712,1.17
2025-07-19 17:44:02.293211,25.5,76.0,0.628,0.691,0.96
2025-07-19 17:44:02.293211,25.5,76.5,0.621,0.683,1.24
2025-07-19 17:44:02.293211,25.5,77.0,0.798,0.878,1.16
2025-07-19 17:44:02.293211,25.5,77.5,0.608,0.669,1.46
2025-07-19 17:44:02.293211,25.5,78.0,0.803,0.883,1.06
2025-07-19 17:44:02.293211,25.5,78.5,0.492,0.541,0.86
2025-07-19 17:44:02.293211,25.5,79.0,0.648,0.713,1.02
2025-07-19 17:44:02.293211,25.5,79.5,0.522,0.574,1.09
2025-07-19 17:44:02.293211,25.5,80.0,0.659,0.725,0.68
2025-07-19 17:44:02.293211,25.5,80.5,0.755,0.83,1.36
2025-07-19 17:44:02.293211,25.5,81.0,0.596,0.655,1.03
2025-07-19 17:44:02.293211,25.5,81.5,0.691,0.761,1.41
2025-07-19 17:44:02.293211,25.5,82.0,0.84,0.925,1.32
2025-07-19 17:44:02.293211,25.5,82.5,0.856,0.941,1.36
2025-07-19 17:44:02.293211,25.5,83.0,0.63,0.693,1.07
2025-07-19 17:44:02.293211,25.5,83.5,0.527,0.58,1.41
2025-07-19 17:44:02.293211,25.5,84.0,0.705,0.776,1.16
2025-07-19 17:44:02.293211,25.5,84.5,0.728,0.8,0.97
2025-07-19 17:44:02.293211,25.5,85.0,0.682,0.751,1.15
2025-07-19 17:44:02.293211,25.5,85.5,0.662,0.728,1.23
2025-07-19 17:44:02.293211,25.5,86.0,0.572,0.629,1.16
2025-07-19 17:44:02.293211,25.5,86.5,0.681,0.749,1.2
2025-07-19 17:44:02.293211,25.5,87.0,0.811,0.892,1.31
2025-07-19 17:44:02.293211,25.5,87.5,0.545,0.6,0.97
2025-07-19 17:44:02.293211,25.5,88.0,0.618,0.68,1.39
2025-07-19 17:44:02.293211,25.5,88.5,0.574,0.631,1.31
2025-07-19 17:44:02.293211,25.5,89.0,0.539,0.593,1.13
2025-07-19 17:44:02.293211,25.5,89.5,0.694,0.763,1.28
2025-07-19 17:44:02.293211,25.5,90.0,0.684,0.753,0.84
2025-07-19 17:44:02.293211,25.5,90.5,0.708,0.778,1.12
2025-07-19 17:44:02.293211,25.5,91.0,0.596,0.656,1.01
2025-07-19 17:44:02.293211,25.5,91.5,0.475,0.522,1.22
2025-07-19 17:44:02.293211,25.5,92.0,0.806,0.887,1.08
2025-07-19 17:44:02.293211,25.5,92.5,0.779,0.857,1.31
2025-07-19 17:44:02.293211,25.5,93.0,0.72,0.793,1.29
2025-07-19 17:44:02.293211,25.5,93.5,0.648,0.713,1.09
2025-07-19 17:44:02.293211,25.5,94.0,0.762,0.839,1.37
2025-07-19 17:44:02.293211,25.5,94.5,0.641,0.706,1.23
2025-07-19 17:44:02.293211,25.5,95.0,0.766,0.843,1.19
2025-07-19 17:44:02.293211,25.5,95.5,0.837,0.92,0.97
2025-07-19 17:44:02.293211,25.5,96.0,0.679,0.746,1.01
2025-07-19 17:44:02.293211,25.5,96.5,0.601,0.661,0.88
2025-07-19 17:44:02.293211,25.5,97.0,0.718,0.79,1.3
2025-07-19 17:44:02.293211,26.0,68.0,0.837,0.921,0.97
2025-07-19 17:44:02.293211,26.0,68.5,0.721,0.793,1.04
2025-07-19 17:44:02.293211,26.0,69.0,0.784,0.862,1.13
2025-07-19 17:44:02.293211,26.0,69.5,0.647,0.711,1.65
2025-07-19 17:44:02.293211,26.0,70.0,0.654,0.72,1.23
2025-07-19 17:44:02.293211,26.0,70.5,0.671,0.738,0.94
2025-07-19 17:44:02.293211,26.0,71.0,0.658,0.724,1.09
2025-07-19 17:44:02.293211,26.0,71.5,0.69,0.76,1.22
2025-07-19 17:44:02.293211,26.0,72.0,0.667,0.734,1.4
2025-07-19 17:44:02.293211,26.0,72.5,0.591,0.65,1.24
2025-07-19 17:44:02.293211,26.0,73.0,0.724,0.796,1.3
2025-07-19 17:44:02.293211,26.0,73.5,0.692,0.761,1.12
2025-07-19 17:44:02.293211,26.0,74.0,0.58,0.638,1.38
2025-07-19 17:44:02.293211,26.0,74.5,0.658,0.724,0.98
2025-07-19 17:44:02.293211,26.0,75.0,0.764,0.84,1.11
2025-07-19 17:44:02.293211,26.0,75.5,0.664,0.73,1.24
2025-07-19 17:44:02.293211,26.0,76.0,0.579,0.637,1.14
2025-07-19 17:44:02.293211,26.0,76.5,0.775,0.852,0.99
2025-07-19 17:44:02.293211,26.0,77.0,0.753,0.829,1.5
2025-07-19 17:44:02.293211,26.0,77.5,0.558,0.613,1.15
2025-07-19 17:44:02.293211,26.0,78.0,0.684,0.753,1.38
2025-07-19 17:44:02.293211,26.0,78.5,0.827,0.91,1.34
2025-07-19 17:44:02.293211,26.0,79.0,0.726,0.799,1.2
2025-07-19 17:44:02.293211,26.0,79.5,0.723,0.796,1.61
2025-07-19 17:44:02.293211,26.0,80.0,0.491,0.54,1.05
2025-07-19 17:44:02.293211,26.0,80.5,0.672,0.739,1.14
2025-07-19 17:44:02.293211,26.0,81.0,0.642,0.706,0.93
2025-07-19 17:44:02.293211,26.0,81.5,0.518,0.57,0.88
2025-07-19 17:44:02.293211,26.0,82.0,0.674,0.742,1.18
2025-07-19 17:44:02.293211,26.0,82.5,0.452,0.497,1.16
2025-07-19 17:44:02.293211,26.0,83.0,0.638,0.702,0.96
2025-07-19 17:44:02.293211,26.0,83.5,0.575,0.632,1.16
2025-07-19 17:44:02.293211,26.0,84.0,0.677,0.744,1.15
2025-07-19 17:44:02.293211,26.0,84.5,0.604,0.665,1.11
2025-07-19 17:44:02.293211,26.0,85.0,0.744,0.818,1.37
2025-07-19 17:44:02.293211,26.0,85.5,0.769,0.846,1.12
2025-07-19 17:44:02.293211,26.0,86.0,0.702,0.772,1.44
2025-07-19 17:44:02.293211,26.0,86.5,0.72,0.792,1.11
2025-07-19 17:44:02.293211,26.0,87.0,0.793,0.872,1.33
2025-07-19 17:44:02.293211,26.0,87.5,0.651,0.717,0.96
2025-07-19 17:44:02.293211,26.0,88.0,0.584,0.643,1.06
2025-07-19 17:44:02.293211,26.0,88.5,0.814,0.895,1.29
2025-07-19 17:44:02.293211,26.0,89.0,0.601,0.661,1.18
2025-07-19 17:44:02.293211,26.0,89.5,0.539,0.593,1.32
2025-07-19 17:44:02.293211,26.0,90.0,0.627,0.69,1.29
2025-07-19 17:44:02.293211,26.0,90.5,0.591,0.65,0.91
2025-07-19 17:44:02.293211,26.0,91.0,0.636,0.699,1.02
2025-07-19 17:44:02.293211,26.0,91.5,0.657,0.723,1.32
2025-07-19 17:44:02.293211,26.0,92.0,0.517,0.569,0.96
2025-07-19 17:44:02.293211,26.0,92.5,0.731,0.804,1.24
2025-07-19 17:44:02.293211,26.0,93.0,0.779,0.857,0.96
2025-07-19 17:44:02.293211,26.0,93.5,0.828,0.911,1.34
2025-07-19 17:44:02.293211,26.0,94.0,0.59,0.649,1.17
2025-07-19 17:44:02.293211,26.0,94.5,0.618,0.68,1.4
2025-07-19 17:44:02.293211,26.0,95.0,0.635,0.698,1.35
2025-07-19 17:44:02.293211,26.0,95.5,0.783,0.861,1.51
2025-07-19 17:44:02.293211,26.0,96.0,0.558,0.614,1.24
2025-07-19 17:44:02.293211,26.0,96.5,0.637,0.701,1.09
2025-07-19 17:44:02.293211,26.0,97.0,0.719,0.791,1.26
2025-07-19 17:44:02.293211,26.5,68.0,0.684,0.752,1.39
2025-07-19 17:44:02.293211,26.5,68.5,0.679,0.747,1.4
2025-07-19 17:44:02.293211,26.5,69.0,0.482,0.53,1.06
2025-07-19 17:44:02.293211,26.5,69.5,0.714,0.786,1.18
2025-07-19 17:44:02.293211,26.5,70.0,0.74,0.814,1.43
2025-07-19 17:44:02.293211,26.5,70.5,0.744,0.818,1.07
2025-07-19 17:44:02.293211,26.5,71.0,0.576,0.634,1.03
2025-07-19 17:44:02.293211,26.5,71.5,0.667,0.734,1.28
2025-07-19 17:44:02.293211,26.5,72.0,0.709,0.78,1.22
2025-07-19 17:44:02.293211,26.5,72.5,0.586,0.645,1.37
2025-07-19 17:44:02.293211,26.5,73.0,0.628,0.691,1.15
2025-07-19 17:44:02.293211,26.5,73.5,0.707,0.777,1.45
2025-07-19 17:44:02.293211,26.5,74.0,0.698,0.768,0.91
2025-07-19 17:44:02.293211,26.5,74.5,0.587,0.646,0.93
2025-07-19 17:44:02.293211,26.5,75.0,0.663,0.73,1.61
2025-07-19 17:44:02.293211,26.5,75.5,0.716,0.787,1.12
2025-07-19 17:44:02.293211,26.5,76.0,0.759,0.835,0.88
2025-07-19 17:44:02.293211,26.5,76.5,0.634,0.697,1.27
2025-07-19 17:44:02.293211,26.5,77.0,0.62,0.682,0.92
2025-07-19 17:44:02.293211,26.5,77.5,0.524,0.577,0.95
2025-07-19 17:44:02.293211,26.5,78.0,0.734,0.808,1.43
2025-07-19 17:44:02.293211,26.5,78.5,0.751,0.827,1.13
2025-07-19 17:44:02.293211,26.5,79.0,0.889,0.978,1.17
2025-07-19 17:44:02.293211,26.5,79.5,0.715,0.787,1.01
2025-07-19 17:44:02.293211,26.5,80.0,0.742,0.816,1.0
2025-07-19 17:44:02.293211,26.5,80.5,0.464,0.511,1.33
2025-07-19 17:44:02.293211,26.5,81.0,0.666,0.732,1.05
2025-07-19 17:44:02.293211,26.5,81.5,0.823,0.905,1.25
2025-07-19 17:44:02.293211,26.5,82.0,0.562,0.619,0.91
2025-07-19 17:44:02.293211,26.5,82.5,0.649,0.714,0.97
2025-07-19 17:44:02.293211,26.5,83.0,0.753,0.829,1.34
2025-07-19 17:44:02.293211,26.5,83.5,0.746,0.82,1.5
2025-07-19 17:44:02.293211,26.5,84.0,0.758,0.834,1.06
2025-07-19 17:44:02.293211,26.5,84.5,0.599,0.659,1.36
2025-07-19 17:44:02.293211,26.5,85.0,0.757,0.833,1.05
2025-07-19 17:44:02.293211,26.5,85.5,0.684,0.753,0.98
2025-07-19 17:44:02.293211,26.5,86.0,0.595,0.654,1.38
2025-07-19 17:44:02.293211,26.5,86.5,0.675,0.742,0.97
2025-07-19 17:44:02.293211,26.5,87.0,0.755,0.83,1.25
2025-07-19 17:44:02.293211,26.5,87.5,0.682,0.75,1.19
2025-07-19 17:44:02.293211,26.5,88.0,0.7,0.77,1.1
2025-07-19 17:44:02.293211,26.5,88.5,0.958,1.054,1.36
2025-07-19 17:44:02.293211,26.5,89.0,0.56,0.616,1.05
2025-07-19 17:44:02.293211,26.5,89.5,0.61,0.672,0.89
2025-07-19 17:44:02.293211,26.5,90.0,0.727,0.8,1.0
2025-07-19 17:44:02.293211,26.5,90.5,0.677,0.745,1.6
2025-07-19 17:44:02.293211,26.5,91.0,0.55,0.605,1.12
2025-07-19 17:44:02.293211,26.5,91.5,0.661,0.727,0.64
2025-07-19 17:44:02.293211,26.5,92.0,0.361,0.397,1.22
2025-07-19 17:44:02.293211,26.5,92.5,0.765,0.842,1.25
2025-07-19 17:44:02.293211,26.5,93.0,0.788,0.867,1.25
2025-07-19 17:44:02.293211,26.5,93.5,0.586,0.645,0.92
2025-07-19 17:44:02.293211,26.5,94.0,0.503,0.553,0.91
2025-07-19 17:44:02.293211,26.5,94.5,0.669,0.736,1.29
2025-07-19 17:44:02.293211,26.5,95.0,0.891,0.98,1.35
2025-07-19 17:44:02.293211,26.5,95.5,0.717,0.789,1.49
2025-07-19 17:44:02.293211,26.5,96.0,0.649,0.714,1.62
2025-07-19 17:44:02.293211,26.5,96.5,0.639,0.703,1.59
2025-07-19 17:44:02.293211,26.5,97.0,0.706,0.777,1.32
2025-07-19 17:44:02.293211,27.0,68.0,0.696,0.766,1.16
2025-07-19 17:44:02.293211,27.0,68.5,0.704,0.774,1.39
2025-07-19 17:44:02.293211,27.0,69.0,0.623,0.685,1.23
2025-07-19 17:44:02.293211,27.0,69.5,0.995,1.094,1.13
2025-07-19 17:44:02.293211,27.0,70.0,0.704,0.775,1.45
2025-07-19 17:44:02.293211,27.0,70.5,0.724,0.797,1.13
2025-07-19 17:44:02.293211,27.0,71.0,0.771,0.848,1.17
2025-07-19 17:44:02.293211,27.0,71.5,0.573,0.63,1.28
2025-07-19 17:44:02.293211,27.0,72.0,0.724,0.797,1.13
2025-07-19 17:44:02.293211,27.0,72.5,0.623,0.685,1.12
2025-07-19 17:44:02.293211,27.0,73.0,0.859,0.945,1.23
2025-07-19 17:44:02.293211,27.0,73.5,0.525,0.577,0.95
2025-07-19 17:44:02.293211,27.0,74.0,0.61,0.671,1.32
2025-07-19 17:44:02.293211,27.0,74.5,0.83,0.913,1.77
2025-07-19 17:44:02.293211,27.0,75.0,0.678,0.746,0.82
2025-07-19 17:44:02.293211,27.0,75.5,0.718,0.79,0.77
2025-07-19 17:44:02.293211,27.0,76.0,0.746,0.82,1.18
2025-07-19 17:44:02.293211,27.0,76.5,0.74,0.814,1.29
2025-07-19 17:44:02.293211,27.0,77.0,0.76,0.837,1.46
2025-07-19 17:44:02.293211,27.0,77.5,0.839,0.923,1.13
2025-07-19 17:44:02.293211,27.0,78.0,0.611,0.672,1.11
2025-07-19 17:44:02.293211,27.0,78.5,0.724,0.797,1.16
2025-07-19 17:44:02.293211,27.0,79.0,0.544,0.598,1.06
2025-07-19 17:44:02.293211,27.0,79.5,0.692,0.762,1.31
2025-07-19 17:44:02.293211,27.0,80.0,0.67,0.738,1.55
2025-07-19 17:44:02.293211,27.0,80.5,0.737,0.81,1.21
2025-07-19 17:44:02.293211,27.0,81.0,0.789,0.868,1.08
2025-07-19 17:44:02.293211,27.0,81.5,0.714,0.786,1.38
2025-07-19 17:44:02.293211,27.0,82.0,0.684,0.753,1.26
2025-07-19 17:44:02.293211,27.0,82.5,0.588,0.646,1.35
2025-07-19 17:44:02.293211,27.0,83.0,0.786,0.865,1.37
2025-07-19 17:44:02.293211,27.0,83.5,0.456,0.501,1.39
2025-07-19 17:44:02.293211,27.0,84.0,0.835,0.918,1.12
2025-07-19 17:44:02.293211,27.0,84.5,0.73,0.803,1.06
2025-07-19 17:44:02.293211,27.0,85.0,0.85,0.935,1.22
2025-07-19 17:44:02.293211,27.0,85.5,0.678,0.746,1.34
